id	cas	smiles	status	exp values	predicted
1864		O(c1ccc(cc1C(CN(C)C)C(C)CC)Cl)CC	Training	0.35	0.2375155641
1865		Fc1ccc(OCC)c(c1)C(CN(C)C)C(C)CC	Training	0.08	0.2265902424
1866		N(=C(NCCC)C(OCC)c1ccccc1)CCC	Training	-0.44	0.1390733734
1867		O=C(NCCN(CC)CC)c1cc(c(cc1(OC))N(C)C)[N+](=O)[O-]	Training	0.36	0.5779384764
1868		Oc1cc(ccc1CCCCCCCCC)C	Training	1.23	1.20201122
1869		Oc1ccc(cc1)CCC(C)C(C)C(C)CC	Training	0.95	1.0562239938
1870		OCCOc1ccc(cc1)C(C)(C)CC(C)(C)C	Training	0.86	0.9304453434
1871		Oc1c(cc(cc1C(C)(C)C)COC)C(C)(C)C	Training	1.63	0.753108463
1872		O=C1OC(=O)C(CC=CCCCCCCCCC)C1	Training	0.88	0.8026305116
1873		O=S(=O)(O)c1ccccc1CCCCCCCCCC	Training	0.5	0.6266470337
1874		O=C(OC1CCCCC1)CCC(=O)OC2CCCCC2	Training	1.63	1.3777558895
1875		O=C(N(OCCN(C)C)C23(CC1CC(CC(C1)C2)C3))C	Training	0.3	-999
1876		OC1CCCC(C1)C3CC2CC3(C(C)C2(C)(C))	Training	1.33	1.3264982435
1877		O=C(O)CNC(=O)C1(C)(CCC(CCCC(C)C)CC1)	Training	1.56	0.4059153154
1878		O=C(O)CCC(=O)OC(C)CC(=O)NCC(CC)CCCC	Training	1.58	-999
1879		O=C(OCC(CCCC)CCCCCC)C(=C)C	Training	2.01	1.744572906
1880		O=C(OCCOC)CCCCCCCCC(=O)OCCOC	Training	1.19	1.5754260816
1881		O=C(OCCCCCC)CC(C(=O)OCCCCCC)S(=O)(=O)O	Training	0.65	0.6271752024
1882		O1CCC[N+]1(CCCCCC[N+]2(OCCC2)CCCl)CCCl	Training	-1.31	-999
1883		N(O[Si](ON=C(C)CC)(ON=C(C)CC)ON=C(C)CC)=C(C)CC	Training	0.82	1.05
1884		O=C(OCC(CC)CCCC)C(CC)CCCC	Training	2.02	1.8027976959
1885		O=C(O)C[N+](C)(C)CCCCCCCCCCCC	Training	-0.58	0.6950131649
1886		O=P(OCC(CC)CCCC)(OCC(CC)CCCC)Cl	Training	0.95	1.5438347387
1887		O(CC(CC)CCCC)CC(CC)CCCC	Training	2.15	0.9386893211
1888		O(CCOCCOCCCC)CCOCCOCCCC	Training	1.33	1.2746127788
1889		N(C)(C)CCCCCCCCCCCCCC	Training	0.74	0.8027192345
1890		N(CC(CC)CCCC)CC(CC)CCCC	Training	0.83	0.4197585546
1891		O(CCCN)CCCCCCCCCCC(C)C	Training	0.07	1.1773345514
1892		O=P(OCC(CC)CCCC)OCC(CC)CCCC	Training	1.59	1.3267083189
1893		O=P(O)(OCC(CC)CCCC)OCC(CC)CCCC	Training	1.19	1.4817612363
1894		CCCC[P+](CCCC)(CCCC)CCCC	Training	0.09	0.9015615111
1895		C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C	Training	-0.78	0.5169600214
1896		O(C)[Si](OC)(OC)CCCCCCCCCC[Si](OC)(OC)OC	Training	0.76	-999
1897		O=C1c3ccccc3(C(=O)C1c2ccc(cc2)C(F)(F)F)	Training	-0.17	0.0379404551
1898		N#CC(N=Nc1ccc(cc1)C(F)(F)F)=NNc2ccc(cc2)C(F)(F)F	Training	0.2	-999
1899		O=C=Nc1ccc(cc1)Cc2ccc(N=C=O)cc2(N=C=O)	Training	1.84	1.1274753686
1900		FC(F)(F)N=C2C(=NC(F)(F)F)SC(=Nc1ccccc1)N2c3ccccc3	Training	0.71	-999
1901		O=C3N=C1c4ccccc4(N=CN1C3(=Cc2ccc(cc2)[N+](=O)[O-]))	Training	0.61	-0.0103813514
1902		O=C(O)CN2C(=O)N(C(=O)c1ccc(cc12)Cl)Cc3ccc(cc3(F))Br	Training	0.98	0.7133439899
1903		O=C(O)c3ccccc3(Nc2c1ccccc1c(cc2Cl)Cl)	Training	1.41	-0.4699423435
1904		O=C2c1nocc1C(=NN2c3ccccc3)c4ccccc4	Training	0.54	0.5868263586
1905		O=C(O)c2cc1OCOc1c3c4cccc(OC)c4(cc(c23)[N+](=O)[O-])	Training	-0.27	0.9729302604
1906		O=C(c1cc(c(O)c(c1)Br)Br)c2c3ccccc3(oc2CC)	Training	-0.23	-999
1907		O=C(OCC)CCC(=O)CC1(O)(C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)	Training	-0.42	-999
1908		OC(c1cncnc1)(c2ccc(cc2)Cl)c3ccccc3Cl	Training	0.88	0.6387869883
1909		O=C(c1ccc(cc1)Cl)n3cc(c2ccccc23)Cc4nn[nH]n4	Training	0.55	-1.3627793441
1910		O=C(O)Cc2c(nc(c1ccccc1)s2)c3ccc(cc3)Cl	Training	0.09	-999
1911		O=C(O)c1cccc2C(=O)C(=C(Oc12)c3ccccc3)C	Training	0.74	0.0308872125
1912		n1cnn(c1)CC(=Nc2ccc(cc2Cl)Cl)SCc3ccc(cc3)Cl	Training	0.83	-999
1913		O=C(OCC#C)C(Oc2ccc(Oc1ncc(cc1(F))Cl)cc2)C	Training	0.6	0.3186124169
1914		OC3(N=CN[n+]2ccc1ccccc1c23)(c4ccc(cc4)Cl)	Training	0.49	0.8726988692
1915		O=C(O)C(c2ccc3C(=O)c1ccc(cc1COc3(c2))Cl)C	Training	-1.42	-0.5290135568
1916		O=C2c1ccccc1N(C(=O)N2CC)c3cccc(c3)C(F)(F)F	Training	0.65	0.1869958464
1917		O=C2c1ccccc1N(C(=O)N2CCO)c3cccc(c3)C(F)(F)F	Training	0.36	0.5274249288
1918		O=C2Nc1ccc(cc1C3(OCCN3(C2))(c4ccccc4(F)))Br	Training	0.88	0.8798444444
1919		O=C2Nc1ccc(cc1C3(OCCN3(C2))(c4ccccc4Cl))Cl	Training	0.71	0.9158705003
1920		O=C(OCc1c(F)c(F)c(c(F)c1(F))C)C2C(C=C(C(F)(F)F)Cl)C2(C)(C)	Training	-1.28	-0.7983292032
1921		O=C1N(c3ccc(cc3(C(=NC1(O))c2ccccc2(F)))Cl)CCO	Training	0.86	1.1211135769
1922		O=C(Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])Oc2c(cc(cc2C(C)CC)[N+](=O)[O-])[N+](=O)[O-]	Training	-0.62	-999
1923		O=C(O)C(c3cccc2c3(occ2(c1ccccc1)))C	Training	0.55	0.0095990006
1924		O=C(O)C3c2cccc(C(=O)c1ccccc1)c2CC3	Training	-0.81	-0.2047791535
1925		O=C(O)C(c2ccc3C(=O)c1ccccc1COc3(c2))C	Training	-0.92	-0.6811029772
1926		O=C(O)C(c1ccc2OCc3ccccc3(C(=O)c2(c1)))C	Training	-0.34	-0.8338696381
1927		O=C(O)Cc2ccc3Oc1ccc(cc1CC(=O)c3(c2))C	Training	0.06	-0.0218027292
1928		O=C(OC)C(N(C(=O)c1ccccc1)c2ccc(F)c(c2)Cl)C	Training	0.55	0.8318127728
1929		n1nc3n(c1C)c2c(cc(CC)s2)C(=NC3)c4ccccc4Cl	Training	1.01	0.93
1930		O=C(O)C(Oc1ccc(cc1)C(=O)c2ccc(cc2)Cl)(C)C	Training	0.59	0.8423624429
1931		N(=Nc1c(N)ccc2ccccc12)c3ccccc3C	Training	-0.34	0.9846553206
1932		O=C(O)C(c1ccc(cc1)N3C(=O)c2ccccc2C3)C	Training	-0.7	1.1150373115
1933		O=C2c1ccccc1CN(c3ccc(cc23)CC(=O)O)C	Training	0.48	-0.0111205515
1934		O=C1c3ccccc3(C(=O)C1=C2C=CN(C=C2)CCOC)	Training	0.1	-999
1935		O=S(=O)(O)c2cc(OS(=O)(=O)c1ccc(cc1)C)c3c(N)cc(cc3(c2))S(=O)(=O)O	Training	1.39	1.430054138
1936		O=C(N1OCCC1)C(Oc3ccc(Oc2ncc(cc2Cl)Cl)cc3)C	Training	0.12	0.2421886617
1937		O=C(OC(C)C)C(O)(c1ccc(cc1)Cl)c2ccc(cc2)Cl	Training	1.17	0.6163521841
1938		Fc1ccc(O)c(c1)C(=NCCCC(=N)O)c2ccc(cc2)Cl	Training	0.61	1.1806107928
1939		N=2c4ccccc4(Oc1ccc(cc1C=2N3CCNCC3)Cl)	Training	0	-0.2582816566
1940		O=C(Nc1cccc(OC(C)C)c1)c2ccccc2C(F)(F)F	Training	1.49	0.9771166328
1941		FC(F)(F)c2nc1c(cccc1C(F)(F)F)c(c2)C(O)C3NCCCC3	Training	0.33	0.3762377389
1942		O=C1c3ccccc3(N=C(N1c2cc(c(O)c(c2)C)C)C)	Training	-0.09	0.1871074891
1943		O=C3N(c1ccccc1)N(c2ccccc2)C(=O)C3CC	Training	0.43	0.252471886
1944		O=C1c3ccccc3(N=C(N1c2ccc(OCC)cc2)C)	Training	1.23	-0.2815153175
1945		O=C1c3ccccc3(C(=O)c2c(ccc(NC)c12)NCCO)	Training	0.66	1.0826336582
1946		n2cccc3cccc(OP(OCC)(c1ccccc1)=S)c23	Training	-0.34	-1.4593388913
1947		O=C(OCCc1ccccc1)C=Cc2ccccc2	Training	1.3	1.4408529884
1948		O=C(O)CSC(c2ccc3c1ccccc1Cc3(c2))C	Training	0.83	0.6699749863
1949		O=C(OCC(OC(=O)c1ccccc1)C)c2ccccc2	Training	0.97	1.3966675653
1950		O=C(OCCCOC(=O)c1ccccc1)c2ccccc2	Training	1.93	1.0728440534
1951		N2=C(OC(c1ccccc1)(c3cc(ccc23)Cl)C)NCC	Training	0.7	0.3450041314
1952		O=C(c1cn(c2ccccc12)C)C4Cc3nc[nH]c3CC4	Training	0.6	-999
1953		N2=NC(C)Cc1cc4OCOc4(cc1C2c3ccc(N)cc3)	Training	0.07	0.1162451697
1954		O=C(O)c2cc3ccccc3(nc2(C1=NC(C(=O)N1)(C)C(C)C))	Training	1.12	-999
1955		O=C(O)C3=C(COC(=O)C)CSC2N3(C(=O)C2(NC(=O)CSc1ccncc1))	Training	1.56	0.9971760242
1956		O=C3c1ccccc1C(OCC)c2ccccc2N3C	Training	1.18	0.6324577667
1957		N#CCC2CN(C)C3Cc4c1c(cccc1C3(C2))[nH]c4Cl	Training	-0.13	-999
1958		O=C(OCc1nc(ccc1)CO)C(Oc2ccc(cc2)Cl)(C)C	Training	0.53	0.4102078418
1959		FC(F)(F)c2ccc(OC(c1ccccc1)CCNC)cc2	Training	0.43	0.5795021272
1960		FC(F)(F)c1cccc(c1)C(OC)CNCc2ccccc2	Training	0.7	0.4577020933
1961		O=C(O)C4=CN2c1c(cc(F)c(c1SCC2)N3CCN(C)CC3)C4(=O)	Training	0.1	0.8436232556
1962		N#CC(NC(C)Cc1ccccc1)c2ccccc2	Training	-0.82	0.4732869713
1963		O=C(O)c2cc(c(Oc1ccccc1)c(c2)S(=O)(=O)N)N3CCCC3	Training	1.19	0.4949710241
1964		O=C(OC)C2=C(NC(=C(C(=O)OC)C2(c1ccccc1[N+](=O)[O-]))C)C	Training	0.47	0.9454205122
1965		O=C(OCC)c1cnn(c1N2C(=O)c3ccccc3(N=C2CC))C	Training	0.75	0.568167509
1966		O(c2cc(ccc2(OCc1ccccc1))C=CC)C	Training	1.29	1.1260603668
1967		O=C(O)C3N2C(=O)C(NC(=O)COc1ccc(c(c1)Cl)C)C2SC3(C)(C)	Training	0.71	0.7929726501
1968		O=C(O)C3N2C(=O)C(NC(=O)COc1ccc(c(c1)C)Cl)C2SC3(C)(C)	Training	0.96	0.7067725744
1969		c1ccc3c(c1)N(c2cc(ccc2S3)Cl)CCCN(C)C	Training	-0.35	0.1624443341
1970		O=C(O)C3N2C(=O)C(NC(=O)COc1ccc(OC)c(F)c1)C2SC3(C)(C)	Training	1.2	0.8037329021
1971		NCC(=C(c1ccccc1)c2ccccc2)CC	Training	-0.27	0.1971077774
1972		Oc1cccc(c1)N(c2ccc(cc2)C)CC3=NCCN3	Training	0.6	0.0816942067
1973		n3cnc1c(ncn1C2OCCCC2)c3NCc4ccccc4	Training	0.72	-0.0969488216
1974		N#Cc2cc(nnc2(NCCN1CCOCC1))c3ccccc3	Training	0.51	0.2518177354
1975		n1cc(c(c2c1nc(nc2(N))N)C)Cc3cc(OC)ccc3(OC)	Training	0.56	0.8017624652
1976		O2CCN(C)Cc1ccccc1C2c3ccccc3	Training	-0.56	0.1669444107
1977		O=C(Nc1cccc(OC(C)C)c1)c2ccccc2C	Training	1.57	1.419505376
1978		Oc5ccc4c1c5(OC2C(O)C=CC3C(N(C)CCC123)C4)	Training	0.02	0.1694044563
1979		O=C(C=CC=Cc1ccc2OCOc2(c1))N3CCCCC3	Training	0.26	0.0309953279
1980		O=C(OC)C(N(C(=O)c1occc1)c2c(cccc2C)C)C	Training	0.49	0.4891199101
1981		OC(c1ccccc1)(c2ccccc2Cl)CCN(C)C	Training	0.03	0.0973593844
1982		O=C(O)C(C)CNC(=O)c2c(cc(c(N=C(N1CCOCC1)C)c2I)I)I	Training	0.98	0.4432552803
1983		c1ccc(cc1)C(c2ccccc2)N3CCNCC3	Training	0.3	0.2890163899
1984		O=C(NC(c1ccccc1)(C)Cc2ccccc2)CN	Training	0.44	0.0467748896
1985		O=C(N(Cc1ccncc1)CC)C(c2ccccc2)CO	Training	0.48	0.8365153341
1986		c1ccc3c(c1)N(c2ccccc2S3)CCCN(C)C	Training	0.1	0.007026965
1987		N=[N+]=NC1CCC5C4N(C)CCC25(c3c(OC12)c(O)ccc3C4)	Training	-0.7	-0.272970028
1988		O=CNc1ccc(C(=O)N(C)C)c(c1)S(=O)(=O)NC(=O)Nc2nc(OC)cc(n2)OC	Training	0.93	0.7129631772
1989		Oc1c(cc(cc1C)Cc2cc(c(O)c(c2)C)C)C	Training	0.89	0.9002700073
1990		O=C(OCC(O)CO)C(c1ccc2cc(OC)ccc2(c1))C	Training	0.73	0.6837404093
1991		O=C(O)CCC(=CCc2c(O)c1C(=O)OCc1c(c2(OC))C)C	Training	0.04	-999
1992		O(C(c1cccc(c1)Cl)C[n+]2ccccc2)C(C)CC	Training	-0.17	-0.1769323567
1993		O(C(c1ccc(cc1)Cl)C[n+]2ccccc2)C(C)CC	Training	-0.17	-0.1446424175
1994		O=C3c1c(ncn1CCCN(c2ccccc2)C)N(C(=O)N3C)C	Training	0.7	0.1453653673
1995		O(c1ccccc1Cc2ccccc2)CCN(C)C	Training	0.52	0.1311585863
1996		O(CCN(C)C)C(c1ccccc1)c2ccccc2	Training	0.18	0.2633847209
1997		O=C(N(CC)CC)C(Oc1cccc2ccccc12)C	Training	1.27	0.2021676405
1998		O=C(O)CC2(OCCc1c3cccc(c3([nH]c12))CC)CC	Training	-0.48	-999
1999		Oc1ccc(cc1)CC(NCC(O)c2cc(O)cc(O)c2)C	Training	0.62	0.6750012858
2000		O=C1c2ccc(OC)c(c2(OC(=C1C)C))CN3CCOCC3	Training	-0.89	-999
2001		O=C(OC1CC3N(C)C(C1)C2OC23)C(c4ccccc4)CO	Training	0.52	0.8005592143
2002		O=S(=O)(c1ccccc1)SCC(N(C)C)CSS(=O)(=O)c2ccccc2	Training	0.41	-999
2003		O=C2Oc1ccccc1C3=C2CN(CC3)CC(NCC)C	Training	0.02	0.2423721083
2004		c1ccc(cc1)N(Cc2cccs2)C3CCN(C)CC3	Training	0.57	0.2066924117
2005		O(CCCC)C(c1ccccc1)C[n+]2ccccc2	Training	-0.13	-0.1616882788
2006		O(C(c1ccccc1)C[n+]2ccccc2)C(C)CC	Training	-0.13	-0.1616560962
2007		O(C)C3CC(=C(c1cccs1)c2cccs2)C[N+](C)(C)C3	Training	0.48	0.8907527632
2008		O=C(OC)C2c1ccc(cc1CC2)C3CCCCC3	Training	-0.01	-0.2130958954
2009		O=C(OC2C1CN(C)CC2(CN(CC)C1))c3ccc(cc3)Cl	Training	-0.25	-0.1023474519
2010		O=C3N(c1ccc(OCC)cc1)CC(C(=O)N2CCNCC2)C3	Training	0.19	0.2134431938
2011		Oc1ccc2c(c1)C34(CCN(C)C(C2)C4(CCCC3))	Training	-0.23	0.3072918321
2012		O=C(OC2CC1N(C)C(CC1)C2)C(c3ccccc3)CO	Training	0.24	0.5698283703
2013		O=C(O)CCc2ccc(OC(=O)C1CCC(CN)CC1)cc2	Training	0.64	0.3725938242
2014		O=C(OCC)C2=C(NC(=C(C(=O)OCC)C2(C=1OCCOC=1))C)C	Training	0.77	0.9826626971
2015		O=C(N(c1c(cccc1CC)CC)COCC=CC)CCl	Training	0.72	0.5953535091
2016		O=C(Nc1c(cccc1C)C)CC23(N(CCC2)CCC3)	Training	-0.03	-999
2017		N1=C(NCC1)CCOc2ccccc2C3CCCCC3	Training	-1.52	0.6493153268
2018		OC(COc1ccc(C=NOC)cc1)(Cn2ncnc2)C(C)(C)C	Training	0.44	0.2907609739
2019		O=C(OC1CC(C)CC(C)(C)C1)C(O)c2ccccc2	Training	1.26	0.8689758898
2020		N1=C(NCC(C1)(CC)CC)C(OCC)c2ccc(cc2)Cl	Training	0.09	-0.3539583109
2021		N1=C(NCC(C1)(CC)CC)C(OCC)c2cccc(c2)Cl	Training	-0.45	-0.2644677011
2022		O=C(OCCCCCC(C)C)COc1ccc(cc1C)Cl	Training	0.35	0.3250827145
2023		c1ccc(cc1)C3(N2CCCCC2)(CCCCC3)	Training	-0.32	0.0294907819
2024		O=C(OCC(O)C(O)C(N)C(=O)NC(C(=O)O)C2OC(N1C=C(C(=O)NC1(=O))CO)C(O)C2(O))N	Training	1.46	-999
2025		n1cc(OCC=C(C)CCC=C(C)C)ccc1CC	Training	0.49	-999
2026		O(c1ccccc1C2CCCCC2)CC3OCCNC3	Training	0.56	-999
2027		O=C2N(C(=O)C3C1C=CC(C1)C23)CC(CC)CCCC	Training	1.01	-999
2028		O=C(OC(c1ccccc1)(CC)C2CN(C)CC2)CC	Training	0.07	-0.2773508929
2029		O=C(c1c(OC)cc(OC)cc1(OC))CCCN2CCCC2	Training	0.08	0.3394804521
2030		O=C(OC)C1C(=O)C(C(=O)CC1(C)(C))=C(NOCC=C)CCC	Training	0.84	-0.0357034139
2031		O=C1CC(C=C(O)C1C(=NOCC=CCl)CC)CC(C)SCC	Training	0.58	0.9957416936
2032		N1=C(N(CCC1)CCCC)C(OCC)c2ccccc2	Training	-0.1	-0.2052928524
2033		N1=C(NCC(C1)(CC)CC)C(OCC)c2ccccc2	Training	-0.04	0.0049342449
2034		O=C(NCC1N(CC)CCC1)c2cc(ccc2(OC))S(=O)(=O)CC	Training	0.73	1.0960250963
2035		n1[nH]c3ccccc3(c1NCCCN2C(C)CCCC2C)	Training	0.39	0.2013505042
2036		O=C(O)C1OC(C=CC1(N=C(O)CC(N)CCN(C(=N)N)C))N2C=CC(=N)N=C2(O)	Training	-1.42	-999
2037		O=C(C=C1CCC3C12(CCC(C)C(C2)C3(C)(C)))C	Training	1.32	1.6404458328
2038		OC(COc1cccc2c1CC(O)C(O)C2)CNC(C)(C)C	Training	1.23	0.5941930951
2039		O(c1ccc(cc1C(CN(C)C)C(C)CC)Cl)CCC	Training	0.28	0.2998179395
2040		O=C(NCCN(CC)CC)COc1cc(OC)c(OC)c(OC)c1	Training	0.67	0.5172103062
2041		O=C(OC1(C)(CCC23(CC1C(C)(C)C3(CCC2(C)))))C	Training	2.23	1.2729480742
2042		O=S(=O)(O)OCCOc1ccc(cc1)CCCCCCCCC	Training	1.44	0.6081243812
2043		Oc1c(cc(cc1C(C)(C)C)CN(C)C)C(C)(C)C	Training	0.14	1.0014813071
2044		O=C1C(=C(O)CC(C1)CC(C)SCC)C(=NOCC)CCC	Training	0.91	0.7580292464
2045		c1cc(Cl)sc1C[P+](CCCC)(CCCC)CCCC	Training	0.09	-999
2046		O=C(OCC)C(C(=O)OCCN(CC)CC)(CC)CCCC	Training	0.31	1.3921248053
2047		O=C(N(CCCC)CCCC)N(CCCC)CCCC	Training	1.77	0.5958476744
2048		O=S(=O)(O)OC(CCC(CC)CC)CCC(CC)CCCC	Training	0.6	0.711559108
2049		OC(C[N+](C)(C)CCCCCCCCCCCC)CCl	Training	0.5	0.4292010329
2050		CCCCCCCCCCCCCC[N+](C)(C)C	Training	1.07	0.5748042533
2051		O=P(OCC)(OCC)C(SP(=O)(OCC)OCC)(P(=O)(OCC)OCC)P(=O)(OCC)OCC	Training	-1.33	-1.82
2052		C2(=C(C3(C1CCC4C(CCC1C2(C3(Cl)Cl)Cl)C5(C(=C(C4(C5(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	1.59	-0.0019391453
2053		O=S(=O)(O)Oc2c1c(cc(cc1sc2c4c(OS(=O)(=O)O)c3c(cc(cc3s4)Cl)C)Cl)C	Training	0.86	-999
2054		O=C(O)Cc3ccccc3(Nc2c1ccccc1c(cc2Cl)Cl)	Training	-0.82	-999
2055		N(OCc1ccc(cc1Cl)Cl)=C(c2ccc(cc2Cl)Cl)Cn3cncc3	Training	0.7	0.5215145283
2056		O=C(OCC(=O)OCC)c2cc(Oc1ccc(cc1Cl)C(F)(F)F)ccc2[N+](=O)[O-]	Training	0.52	0.736915643
2057		N#CCCN1c3ccc(cc3(C(=NC(=O)C1(O))c2ccccc2(F)))Cl	Training	0.99	1.0309558422
2058		O=C2c1noc(c1C(=NN2c3ccccc3)c4ccccc4)C	Training	0.52	0.5942854067
2059		O=C3N=C1c4ccccc4(N=CN1C3(=Cc2ccc(OC)cc2))	Training	-0.07	0.5402641004
2060		O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2))[N+](=O)[O-])CC#C	Training	0.44	0.3767892533
2061		O=C(O)c3ccccc3(C(=O)Nc2cccc1ccccc12)	Training	0.75	-999
2062		O=C(OCC#CCOC(=O)Nc1cccc(c1)Cl)Nc2cccc(c2)Cl	Training	0.72	0.9780935765
2063		n1ccn(c1)CC(OCc2c(cccc2Cl)Cl)c3ccc(cc3Cl)Cl	Training	1.07	0.4338034775
2064		n1ccn(c1)CC(OCc2ccc(cc2Cl)Cl)c3ccc(cc3Cl)Cl	Training	0.29	0.7193607098
2065		O=C(Oc2cccc1c2(OC(C)(C)C1))N(C)Sc3c(c(c(c(c3Cl)Cl)Cl)Cl)Cl	Training	-1.3	-1.1822152166
2066		O=C(O)c3cc(N=Nc1ccc(cc1)S(=O)(=O)Nc2ncccc2)ccc3(O)	Training	1.59	0.9863969024
2067		O=C(OC(=O)c1ccccc1(OC(=O)C))c2ccccc2(OC(=O)C)	Training	0.81	0.9836131488
2068		n1ccn(c1)CC(OCc2ccc(cc2)Cl)c3ccc(cc3Cl)Cl	Training	0.18	0.7502331398
2069		n1ccn(c1)CC(OCSc2ccc(cc2)Cl)c3ccc(cc3Cl)Cl	Training	0.91	0.5104568125
2070		n1ccn(c1)CC(c2ccc(cc2Cl)Cl)SCc3ccc(cc3)Cl	Training	0.58	0.7116151911
2071		n1ccn(c1)C(=C)c3ccccc3(OCc2cccc(c2)Cl)	Training	0.76	0.4427561727
2072		O=C3N=C(c1ccccc1)c2cc(ccc2N3CC4CC4)Cl	Training	0.81	0.8752021836
2073		c1ccc(cc1)N(c2ccccc2)c3ccccc3	Training	1.12	1.1074878397
2074		O=S(=O)(O)c3cccc(N=Nc1ccc(cc1)Nc2ccccc2)c3	Training	1.12	-999
2075		Oc1ccc(cc1)C(c2ncccc2)c3ccc(O)cc3	Training	1.49	0.1496867465
2076		O=S(=O)(O)Oc1ccc(cc1)C(c2ncccc2)c3ccc(OS(=O)(=O)O)cc3	Training	1.37	1.2064318322
2077		O(c1ccccc1)P(Oc2ccccc2)Oc3ccccc3	Training	0.16	0.8649322503
2078		c1ccc(cc1)P(c2ccccc2)c3ccccc3	Training	0.43	-0.3135964895
2079		O=C(OCC)C(Oc3ccc(Oc2nc1ccc(cc1s2)Cl)cc3)C	Training	0.38	0.7405608555
2080		O=C(OCC)C(Oc3ccc(Oc1nc2ccc(cc2(o1))Cl)cc3)C	Training	0.81	0.6139012538
2081		O=C3C(C(=O)N(c1ccccc1)N3(c2ccccc2))=C(C)C	Training	0.64	0.5160504982
2082		O=C(OCC)N3C(=O)NC(c1ccccc1)(c2ccccc2)C3(=O)	Training	1.03	0.388648485
2083		O=C(OCC=Cc1ccccc1)C=Cc2ccccc2	Training	1.2	1.2940445259
2084		O=C(c1ccc(cc1)C)c2cccc3c2CCC3(C(=O)O)	Training	-0.06	-0.3141235506
2085		O=C(O)C(c2ccc3Oc1ccc(cc1CC(=O)c3(c2))C)C	Training	-0.3	0.1113475917
2086		O=C2c1c(O)cccc1C(C(=O)CCC)c3cccc(O)c23	Training	0.73	0.2763091777
2087		O=C(OCC)C(N(C(=O)c1ccccc1)c2ccc(c(c2)Cl)Cl)C	Training	0.63	0.8019743706
2088		O=C(Oc2cccc1c2(OC(C)(C)C1))N(C)Sc3cc(ccc3Cl)Cl	Training	-1.2	-1.2119837719
2089		O=C1C(=CN(C)C)C(=NN1c2ccccc2)c3ccccc3	Training	0.49	0.6603113593
2090		N=2c4ccccc4(Oc1ccc(cc1C=2N3CCN(C)CC3)Cl)	Training	-0.34	-0.1128407521
2091		O=C(NC(C=C(C)C)[n+]1ccccc1)C3C(=O)c2c(cc(Cl)s2)S(=O)(=O)N3(C)	Training	-1.64	-999
2092		c1ccc3c(c1)C(=CCCN(C)C)c2cc(ccc2S3)Cl	Training	-0.2	0.0098775515
2093		O=C(OCCCC)c2ccccc2(Nc1cccc(c1)C(F)(F)F)	Training	0.18	0.0847247726
2094		O=C(Oc2cccc1c2(OC(C)(C)C1))N(C)Sc3ccc(F)cc3	Training	-1.14	-1.1722636324
2095		N1=C(NCC1)C4CC4(c2ccccc2)(c3ccccc3)	Training	-0.02	0.4184008867
2096		O=C(c1cnccc1)c3c2ccccc2n(c3C(C)C)C	Training	0.94	0.1618523553
2097		O=C3N=C(c1ccccc1)c2ccc(cc2N3C(C)C)C	Training	0.44	0.8043753795
2098		O=C3N=C(c1cccc(O)c1)c2ccc(cc2N3C(C)C)C	Training	0.73	0.5812022545
2099		O=C3N(c1ccccc1)N(c2ccccc2)C(=O)C3CCC	Training	0.25	0.2237276999
2100		O=P(Oc1ccc(N)cc1)(Oc2ccc(N)cc2)Oc3ccc(N)cc3	Training	-0.43	0.9419705502
2101		O=C(c1ccc2OC(C)Cc2(c1))CCc3ccccc3	Training	0.91	1.1533205601
2102		O=C(O)C(c1ccc(cc1)c2ccccc2)CC=CC	Training	0.57	0.410343122
2103		O=C(OCCOCCOC(=O)c1ccccc1)c2ccccc2	Training	0.95	1.083402059
2104		O=C(OCCOc1ccccc1(OC))c2ccccc2(OC(=O)C)	Training	0.95	0.9037255724
2105		O=C(O)CCC(=O)OCC(=O)c1ccc(OCC)c2ccccc12	Training	1.03	0.6092422922
2106		O=C(OCC=C)c1ccc(C(=O)OCC=C)c(c1)C(=O)OCC=C	Training	0.86	0.8727785021
2107		O=C(NN(C(=O)c1ccccc1)C(C)(C)C)c2ccc(cc2)Cl	Training	0.94	0.6869605691
2108		N=2c4cc(ccc4(Nc1ccccc1C=2N3CCN(C)CC3))Cl	Training	-0.11	-0.0032229169
2109		O=C(OC)C2=C(NC(=C(C(=O)OC)C2(c1ccccc1(OC(F)F)))C)C	Training	1.24	0.8575166581
2110		c1ccc3c(c1)CN(C)C4c2ccccc2CCC34	Training	0.61	0.4393140008
2111		c1ccc3c(c1)C4c2ccccc2C3(CNC)CC4	Training	0.39	0.4651299208
2112		O=C2c1ccccc1N(c3cccc(c23)[N+](=O)[O-])CCCN(C)C	Training	-0.79	0.1839963133
2113		O=C(Nc1ccc(cc1C)C(=O)c2ccccc2)COCC	Training	0.88	0.3091264627
2114		O=C(Oc2cccc1c2(OC(C)(C)C1))N(C)Sc3ccccc3	Training	-1.12	-1.1788067153
